full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
upda bangkok city hall confirms that the new relaxed covid19 measures  incl reopening bars and allowing eaters to ser,-1,ประเทศไทย,4,5,27,38,en
denying a vaccine based on immigration status is in direct conflict with s national strategy if this is s policy they should change it and make a public announcement,-1,"Brooklyn, NY",0,0,0,0,en
and its a good thing for the vaccine rollout,-1,"Santos, SP, Brasil",0,0,1,2,en
have secured vaccine appointments for both of my parents and honestly it feels like winning the lottery,2,"Chicago, IL",0,0,0,0,en
a government divides its citizens into two categories one of which will be left behind and imposes rules for separate spaces designated for each of those two oh its not sa,-1,unknown,0,0,0,0,en
to consider if youre booking a holiday abroad in may 1youll be liable for any test costs 200pp return to ma,-1,Here and there,5,15,26,61,en
this is horrible people should understand that something simple can trigger a memory,-1,Arctic Circle,0,0,1,2,en
the 500000 covid19 deaths in the us became inevitable in the fall and winter given the lack of presidential interest and leadership it is national tragedy and obviously individual tragedies on the families friends and communities left behind,-1,"Washington, DC",0,0,0,0,en
covid19 is back to somalia people need to be careful more preventative measures need to be imposed maskdista,-1,unknown,0,0,5,11,en
i am sure the former person didnt order enough vaccine to undermine biden if he had won he didnt care if the vaccination phase was efficient he figured then hed be po for life,-1,unknown,0,0,0,0,en
gthope in  worldwide storm full video gt,-1,Panamá 🇵🇦,0,0,1,1,en
hes announced the roadmap for exiting lockdownnow will  now use his statement to the public to name a,-1,England,2,5,62,257,en
dial 112 for assistance when you suspect a case of covid19 or if you feel unwell help stop the spread of covid19 as you,-1,"4th Circular Road, Accra,Ghana",0,0,3,4,en
severe winter storms that have devastated  and surrounding states have delayed the distribution of 6000000 covid19,-1,PA,1,8,29,94,en
simple blackmail  wont let normal life resume until all had vaccine even as someone who,2,unknown,0,0,1,2,en
please listen to the apeals of many legal iraqi   waited 39 years for,-1,"Mersin, Turkey",0,0,6,4,en
unique asset with life story for 777kdetails on the link belowexclusive covid19 nfl sundayvibes art blm cryptocurrency auction mars2021 hanbin investing bitcoin dogecoins  stocks resign lifestyle vaccine us finance intermilan,-1,unknown,0,0,0,0,en
just what does the vaccine change,-1,With the people.,0,0,0,0,en
that were working with  to supply free rides to vaccinationsplease use discount code ldn,-1,London,2,2,31,56,en
economy over anything else tomorrow boris especially sport do us proud  lockdown2021 borisjohnson covid19,-1,unknown,0,0,0,0,en
full fact,-1,unknown,0,0,1,8,en
13 ontarians died,-1,Toronto,1,3,8,52,en
no  would be foolish there are too many questions about covid variants and how long the vaccine is effective,0,North Carolina,0,0,0,0,en
may for pubs  the government can well and truly fuck off blimey my vaccine will be fully working by mid march,-1,"London, England",0,0,0,0,en
what the hell is this  here world is talking about vaccine for safeguarding and these idiots are here to make money and take advantage by fooling citizens why dont you work for vaccinating instead of this bullshit drama,0,unknown,0,0,0,0,en
airing now in washington dc amp new york city  joins  to discuss president bidens plans to reop,-1,unknown,4,14,8,21,en
i hate myself more tbh,-1,961/215,0,0,1,0,en
s  questions congress should ask pfizer moderna and johnson amp johnson about the covid19 vaccines,2,United States,0,0,0,0,en
4 high confidencelikelihood of 3rd wave even with vaccines if restrictions relaxed amp r above 1unless vaccine c,2,"Cornwall, and France.",0,0,1,0,en
re pretty damn close wanting a vaccine card unarming citizens travel restriction ridiculous taxesetc,0,"Florida, USA",0,0,0,0,en
you can still catch it and pass it on so what difference does it make to you if somebody else doesnt have the vaccine,0,"Manchester, England",0,0,0,0,en
nothing to worry about except you might die,0,"Washington, USA",0,0,2,1,en
spain second pfizer shots halted after 46 nursing home residents die after the first shot los ba spain   nuestra seora del  our lady of the  nursing home is reeling due to mass deaths after m inoculationsall residents and,0,"ON, CA. @ http://achama.biz.ly",0,0,0,0,en
im below 30 so no need vaccine,0,🇲🇻,0,0,0,0,en
but thats why the vaccine is there  for peoples health we will never have zero covid so we need to learn how to live with it as best we can whilst living a normal life  thats about it,0,Manchester/Swansea,0,0,0,0,en
us reaches 500000 deaths from the coronavirus covid19 usa,-1,Chicago,0,0,0,0,en
jeffrey del  33yo cna  california died of covid19 924 with a shy smile i he and his twin brother were,-1,"Virginia, USA",0,4,36,121,en
covid19 you people need to stop this shit already seriously wake thee fuck up covid isnt killing anymore than the flu wa,2,"New York, USA",0,0,1,1,en
modus operandi  lying we surely deserve better torycorruption,2,unknown,0,1,3,2,en
grim milestone as the us passes more than 500000 loved ones lost to covid19so many lives could have been saved if,-1,"Westmount, Québec",0,5,24,49,en
we will continue to provide current information regarding the spread of novel coronavirus in our community as of today fe,-1,"Memphis, TN",0,0,1,0,en
if you take one thing away from all the modelling it should be this  please convince all your friends and family includi,-1,unknown,0,0,5,5,en
if you dont have any covid19 symptoms but must leave home for work or are in regular close contact with others throu,-1,NW London to the world,0,1,3,2,en
another naturalbeauty spot spoilt by singleuseplastic nature climatechange beachcleanup plasticpollution beautiful beach sea oceans environment marmaris  outdoors pollution throwback  coronavirus nofilter canoe kayak,-1,unknown,0,0,0,0,en
if you can just stay secluded from everyone else thatd be great otherwise get a vaccine swine,-1,"Newnan, GA",0,0,0,0,en
coronavirus new zealand minister resigns after lockdown blunders,1,"Bedfordshire, UK",0,0,0,0,en
guess were just ignoring where the site says that submitting a report doesnt prove the vaccine was caused or contributed to anything thenpeople arent going to submit a bunch of flu vaccine reports because of how common and not recent it is  vaccines are singled out,-1,unknown,0,0,0,0,en
all gatherings banned in maha from mon amid spike in covid cases cm       maharashtra maharashtralockdown covid19 uddhav amravati,-1,Delhi,0,0,0,0,en
oops,-1,"Westminster, England",0,2,5,9,en
indias vaccine rollout stumbles as covid19 cases decline s bad news for the rest of the world,2,unknown,1,5,4,27,en
one of the reasons why theres so much hesitancy among people of colour is because of the lack of confidence in people in positions of influence  and thats not helped by the culture war,2,unknown,0,0,0,0,en
anywherecan you tell me when maharashtra was not among worst in covid19 managementatleast try to protect yours own reputation because nd always have been godimedia for congleftlueteyens ecosystem,-1,unknown,0,0,0,0,en
just watched hancock and starmer with sophie hancock lied through his teeth about the ppe contracts starmer say,-1,unknown,10,36,174,399,en
latest serbia welcomes astrazeneca vaccine shipment,1,"San Bernardino, CA",0,0,0,0,en
maharashtra kerala  punjab peoples please use mask get out corona from india,-1,unknown,0,0,0,0,en
my antimask brother has covid19 his family housed 9 people during the  storm including his wifes aunt shes a b,-1,Myrtle Beach SC,0,35,20,174,en
s covid19 dashboard update adds 1804 cases and 25 deaths covid19 testing locations are available statewide find regis,-1,"Arizona, USA",1,1,9,11,en
lbcs ben kentish reveals that former prime minister  blair is lobbying government to implement vaccine passports for internat,-1,unknown,5,23,18,20,en
funny how she was cured right after her azz got busteddesiree jennings cured of her vaccineinduced dys,0,unknown,0,0,1,0,en
hahaha vaccine paper nahi ata ya ghar me tv nahi he gareeb we are sending vaccines to the world khair like i said civilised and pakistani are an,0,India,0,0,0,0,en
work from home  work from anywhere   announced it would offer three ways of working going forward flex fully remote and officebased futureofwork,-1,Frankfurt am Main 🌆,0,0,0,0,en
pelosi rips reckless and dangerous house gop whip for elevating covid vaccine skeptic   story  celebrating 16 yea,-1,"Stuart, FL",0,1,18,35,en
absolute bullshit ive been trying for over a month to get an appt at publix now they close website for applications due to storms brevard county isnt getting vaccinations you just keep failing,-1,United States,0,0,0,0,en
mass appointments available at countys south bay superstation,-1,"Portland, Oregon",0,2,3,2,en
a look at what canada can learn from americas covid19 vaccine rollout plan,1,unknown,0,0,0,0,en
if youre eligible in the next phase k12 teachers and support staff plus people with comorbidities make sure to register,1,USA,1,2,18,21,en
our next newsletter for educators will be sent shortly  edition covers the recently introduced recovery standard,-1,unknown,0,0,4,7,en
congress leader  whom  cm  today praised in fb live also because he is lobbying by paying hea,-1," Bharatvarsh , Aaryavrat",0,0,42,131,en
you know that table showing nearly 100 protection from hospitalizationdeath with all 7 vaccine candidates with phase 3,1,"Bakersfield, CA",3,7,58,162,en
vaccine passports are being advocated for a no jab no job system in the uk should we worry just a bit says  liddle h,1,"London, UK",0,0,2,2,en
in the past year more nigerians have been killed by statesanctioned security forces than by covid19 write,-1,Madriid,1,1,11,19,en
our ceo  says this is a relief for people living with hiv  unfortunately we know hiv stigmas still p,-1,"Glasgow, Scotland",1,0,5,9,en
